customer_id,first_name,last_name,email,age,gender,country,join_date,total_purchases,total_spent,loyalty_tier,email_subscribed,last_purchase_date,customer_lifetime_value
CUST-00020,Jane,Jones,user19@example.com,25,F,France,2021-09-05 21:29:17.842726,59,18659.9,Bronze,True,2025-07-25 21:29:17.856286,81249.03
CUST-00021,John,Miller,user20@example.com,61,F,UK,2021-04-18 21:29:17.842730,1,42463.11,Silver,True,2025-08-21 21:29:17.856290,8959.34
CUST-00022,Eve,Garcia,user21@example.com,32,M,Germany,2021-03-21 21:29:17.842734,12,12775.82,Bronze,True,2025-10-04 21:29:17.856295,15439.55
CUST-00023,Jane,Williams,user22@example.com,48,M,Australia,2021-11-12 21:29:17.842738,86,33211.38,Bronze,False,2025-12-20 21:29:17.856299,15385.4
CUST-00024,John,Williams,user23@example.com,29,M,Canada,2025-09-25 21:29:17.842742,76,32837.29,Gold,True,2025-10-22 21:29:17.856303,32059.01
CUST-00025,John,Miller,user24@example.com,25,F,Germany,2022-03-04 21:29:17.842746,3,31802.97,Silver,True,2025-07-30 21:29:17.856308,57886.35
CUST-00026,John,Smith,user25@example.com,63,F,USA,2025-09-17 21:29:17.842751,75,24560.93,Bronze,True,2025-08-11 21:29:17.856312,53430.35
CUST-00027,Jane,Johnson,user26@example.com,43,M,Germany,2023-09-27 21:29:17.842787,26,46857.27,Silver,True,2025-11-03 21:29:17.856317,59369.59
CUST-00028,John,Miller,user27@example.com,72,M,Germany,2024-01-11 21:29:17.842792,18,23212.95,Platinum,False,2025-10-17 21:29:17.856321,9032.5
CUST-00029,Diana,Miller,user28@example.com,43,Other,Australia,2021-12-16 21:29:17.842797,11,33048.18,Bronze,True,2025-08-27 21:29:17.856326,20400.6
CUST-00030,Alice,Williams,user29@example.com,64,Other,USA,2024-09-19 21:29:17.842800,93,33346.82,Bronze,False,2025-08-20 21:29:17.856330,88222.38
CUST-00031,John,Jones,user30@example.com,21,Other,Australia,2023-01-15 21:29:17.842805,55,32214.42,Bronze,True,2025-08-18 21:29:17.856334,3584.85
CUST-00032,Diana,Williams,user31@example.com,19,M,Canada,2023-08-13 21:29:17.842809,57,32488.73,Silver,False,2025-12-12 21:29:17.856339,85046.9
CUST-00033,Bob,Garcia,user32@example.com,25,F,Australia,2022-07-01 21:29:17.842813,7,12119.44,Bronze,True,2026-01-13 21:29:17.856343,5134.16
CUST-00034,Frank,Brown,user33@example.com,68,M,Australia,2023-09-15 21:29:17.842817,71,4232.29,Platinum,True,2025-08-31 21:29:17.856348,45533.0
CUST-00035,Diana,Williams,user34@example.com,68,F,USA,2021-07-11 21:29:17.842821,19,48049.53,Platinum,True,2025-08-30 21:29:17.856353,27805.75
CUST-00036,John,Smith,user35@example.com,23,F,Australia,2022-05-25 21:29:17.842825,60,20605.56,Gold,True,2025-08-25 21:29:17.856357,10784.72
CUST-00037,Eve,Smith,user36@example.com,47,Other,France,2021-04-13 21:29:17.842829,97,26330.31,Silver,True,2025-12-07 21:29:17.856361,9731.55
CUST-00038,Bob,Williams,user37@example.com,74,Other,Canada,2023-02-15 21:29:17.842833,31,23658.22,Bronze,True,2025-11-14 21:29:17.856366,1702.8
CUST-00039,Bob,Johnson,user38@example.com,63,M,UK,2022-06-06 21:29:17.842837,48,22012.96,Bronze,True,2025-10-22 21:29:17.856370,89820.65
CUST-00040,Eve,Smith,user39@example.com,36,F,Germany,2022-01-13 21:29:17.842841,92,45224.09,Silver,True,2025-08-02 21:29:17.856374,14222.79
CUST-00041,John,Johnson,user40@example.com,23,Other,UK,2024-11-14 21:29:17.842845,17,15069.26,Silver,True,2025-07-25 21:29:17.856378,60186.35
CUST-00042,John,Williams,user41@example.com,59,M,Germany,2021-03-07 21:29:17.842850,53,7791.8,Silver,True,2025-09-22 21:29:17.856383,51122.33
CUST-00043,Charlie,Garcia,user42@example.com,42,Other,USA,2021-10-04 21:29:17.842854,4,3868.86,Gold,False,2026-01-08 21:29:17.856388,34148.45
CUST-00044,Jane,Johnson,user43@example.com,28,Other,France,2022-11-09 21:29:17.842858,67,46168.59,Silver,True,2025-12-12 21:29:17.856392,40169.71
CUST-00045,Bob,Jones,user44@example.com,39,F,UK,2025-08-22 21:29:17.842862,54,31389.81,Bronze,True,2025-08-06 21:29:17.856396,92246.57
CUST-00046,Frank,Johnson,user45@example.com,27,Other,Canada,2022-05-21 21:29:17.842866,70,4949.37,Bronze,True,2025-09-04 21:29:17.856401,59623.43
CUST-00047,Bob,Jones,user46@example.com,66,F,Germany,2021-06-10 21:29:17.842870,17,27725.24,Silver,True,2025-12-12 21:29:17.856405,78127.82
CUST-00048,Charlie,Jones,user47@example.com,67,Other,Australia,2021-02-22 21:29:17.842874,61,23346.57,Bronze,True,2025-10-06 21:29:17.856409,36166.99
CUST-00049,Diana,Jones,user48@example.com,62,Other,Canada,2023-05-14 21:29:17.842878,66,48173.85,Gold,True,2025-08-25 21:29:17.856413,37388.28
CUST-00050,Alice,Smith,user49@example.com,68,M,Canada,2023-10-01 21:29:17.842882,14,26662.9,Bronze,False,2025-10-11 21:29:17.856418,75059.83
CUST-00051,John,Brown,user50@example.com,42,F,UK,2023-03-31 21:29:17.842887,85,48191.02,Bronze,True,2025-11-10 21:29:17.856422,39509.59
CUST-00052,Charlie,Johnson,user51@example.com,63,M,Germany,2024-06-23 21:29:17.842891,25,35811.03,Gold,True,2025-08-02 21:29:17.856426,3282.61
CUST-00053,Diana,Garcia,user52@example.com,74,F,UK,2021-07-09 21:29:17.842895,51,35215.19,Bronze,False,2025-09-15 21:29:17.856430,78743.43
CUST-00054,Alice,Brown,user53@example.com,45,F,USA,2023-04-15 21:29:17.842899,18,14239.55,Bronze,True,2025-09-05 21:29:17.856435,38970.84
CUST-00055,Diana,Johnson,user54@example.com,37,M,Germany,2024-10-08 21:29:17.842903,37,5530.22,Bronze,False,2025-11-27 21:29:17.856439,46960.91
CUST-00056,Charlie,Miller,user55@example.com,68,F,Australia,2023-04-21 21:29:17.842907,3,28680.83,Silver,True,2025-10-02 21:29:17.856444,59230.42
CUST-00057,Frank,Johnson,user56@example.com,47,Other,Australia,2022-03-17 21:29:17.842911,59,23029.5,Bronze,True,2025-09-06 21:29:17.856448,4831.07
CUST-00058,Frank,Garcia,user57@example.com,65,F,Australia,2024-09-03 21:29:17.842915,9,47600.65,Silver,True,2025-08-09 21:29:17.856452,54188.58
CUST-00059,Jane,Johnson,user58@example.com,46,M,USA,2024-09-24 21:29:17.842919,88,10025.04,Bronze,True,2025-07-18 21:29:17.856457,50452.48
CUST-00060,John,Smith,user59@example.com,36,Other,Australia,2022-04-07 21:29:17.842924,87,9314.82,Gold,True,2025-12-27 21:29:17.856461,5727.35
CUST-00061,Charlie,Brown,user60@example.com,42,M,France,2022-10-07 21:29:17.842928,50,8830.84,Silver,True,2025-11-12 21:29:17.856465,42261.03
CUST-00062,Bob,Miller,user61@example.com,66,Other,France,2024-11-30 21:29:17.842932,59,8409.68,Bronze,False,2025-07-20 21:29:17.856469,72041.08
CUST-00063,John,Williams,user62@example.com,74,F,USA,2025-05-08 21:29:17.842936,6,15706.2,Bronze,True,2025-08-20 21:29:17.856474,40159.19
CUST-00064,Bob,Jones,user63@example.com,39,F,USA,2023-09-27 21:29:17.842940,74,26995.0,Silver,True,2025-08-15 21:29:17.856478,95761.14
CUST-00065,John,Miller,user64@example.com,36,F,USA,2022-09-14 21:29:17.842944,43,43251.79,Bronze,True,2025-10-15 21:29:17.856482,30339.12
CUST-00066,Charlie,Williams,user65@example.com,22,F,USA,2023-02-01 21:29:17.842948,84,47450.45,Bronze,True,2025-08-24 21:29:17.856487,46489.87
CUST-00067,Diana,Garcia,user66@example.com,71,M,Australia,2025-10-18 21:29:17.842952,4,42215.83,Bronze,False,2026-01-10 21:29:17.856491,22790.36
CUST-00068,Eve,Smith,user67@example.com,74,Other,Germany,2023-01-25 21:29:17.842956,65,11875.0,Silver,True,2025-09-10 21:29:17.856495,82852.59
CUST-00069,Diana,Williams,user68@example.com,32,M,Canada,2023-09-17 21:29:17.842960,32,23524.64,Bronze,True,2025-09-26 21:29:17.856500,17468.64
CUST-00070,Diana,Jones,user69@example.com,49,M,USA,2021-07-11 21:29:17.842964,33,6828.08,Silver,True,2025-12-21 21:29:17.856504,52837.95
CUST-00071,Jane,Brown,user70@example.com,21,F,USA,2024-10-05 21:29:17.842968,90,33190.05,Bronze,True,2025-07-19 21:29:17.856508,39001.37
CUST-00072,Jane,Johnson,user71@example.com,67,M,UK,2024-02-01 21:29:17.842972,5,1312.5,Silver,True,2025-08-14 21:29:17.856513,42202.1
CUST-00073,Eve,Jones,user72@example.com,67,Other,Canada,2021-06-25 21:29:17.842976,26,18343.92,Silver,False,2025-12-22 21:29:17.856517,76633.72
CUST-00074,Alice,Garcia,user73@example.com,24,M,Canada,2024-10-09 21:29:17.842980,30,32078.02,Silver,False,2025-09-01 21:29:17.856521,68531.56
CUST-00075,John,Garcia,user74@example.com,55,Other,UK,2021-06-06 21:29:17.842984,35,37693.79,Gold,True,2025-10-13 21:29:17.856525,29178.23
CUST-00076,Frank,Smith,user75@example.com,41,F,USA,2024-06-04 21:29:17.842988,71,47674.49,Bronze,True,2025-09-03 21:29:17.856530,63974.45
CUST-00077,Alice,Garcia,user76@example.com,47,M,USA,2022-11-30 21:29:17.842992,81,37839.42,Bronze,True,2025-11-30 21:29:17.856534,31633.13
CUST-00078,Frank,Miller,user77@example.com,53,M,UK,2024-10-28 21:29:17.842997,12,15407.38,Bronze,True,2025-12-25 21:29:17.856539,4359.94
CUST-00079,Eve,Miller,user78@example.com,46,F,UK,2025-02-14 21:29:17.843001,8,32029.86,Silver,False,2025-10-26 21:29:17.856544,94890.64
CUST-00080,Diana,Williams,user79@example.com,38,F,Canada,2024-06-01 21:29:17.843005,91,37130.5,Platinum,False,2025-08-10 21:29:17.856548,52972.73
CUST-00081,Bob,Brown,user80@example.com,22,F,USA,2022-04-04 21:29:17.843009,3,38598.76,Silver,True,2025-08-14 21:29:17.856552,78410.93
CUST-00082,Charlie,Garcia,user81@example.com,72,F,UK,2023-10-04 21:29:17.843013,70,5097.76,Platinum,False,2025-11-14 21:29:17.856563,70959.09
CUST-00083,Charlie,Johnson,user82@example.com,69,F,Canada,2025-10-15 21:29:17.843017,45,38392.25,Bronze,True,2025-11-10 21:29:17.856568,98646.33
CUST-00084,Jane,Jones,user83@example.com,44,Other,UK,2024-02-09 21:29:17.843021,67,6157.51,Silver,False,2026-01-10 21:29:17.856572,64844.46
CUST-00085,Bob,Brown,user84@example.com,25,Other,France,2021-08-09 21:29:17.843025,52,32277.09,Bronze,True,2025-11-09 21:29:17.856576,96202.49
CUST-00086,Eve,Brown,user85@example.com,28,F,Canada,2024-05-19 21:29:17.843029,68,37843.34,Gold,False,2025-11-26 21:29:17.856581,86544.37
CUST-00087,Charlie,Jones,user86@example.com,67,M,UK,2023-11-25 21:29:17.843033,56,44351.71,Silver,True,2025-09-12 21:29:17.856585,29400.45
CUST-00088,Charlie,Johnson,user87@example.com,44,Other,Australia,2025-10-23 21:29:17.843037,66,1618.05,Gold,True,2025-07-27 21:29:17.856589,98746.09
CUST-00089,Diana,Garcia,user88@example.com,26,M,Australia,2023-12-29 21:29:17.843041,10,44294.6,Silver,True,2025-08-02 21:29:17.856594,70899.37
CUST-00090,Charlie,Smith,user89@example.com,26,F,France,2025-10-21 21:29:17.843045,59,24574.62,Bronze,True,2025-07-30 21:29:17.856598,29534.51
CUST-00091,John,Miller,user90@example.com,34,Other,France,2025-12-22 21:29:17.843049,69,42734.16,Silver,True,2025-09-28 21:29:17.856602,1558.17
CUST-00092,Frank,Williams,user91@example.com,42,F,Canada,2023-03-01 21:29:17.843053,9,22424.73,Gold,True,2025-07-23 21:29:17.856606,932.95
CUST-00093,Frank,Jones,user92@example.com,30,Other,Australia,2021-02-20 21:29:17.843057,33,10657.79,Platinum,False,2025-10-16 21:29:17.856611,56031.89
CUST-00094,Eve,Brown,user93@example.com,53,Other,Australia,2025-06-07 21:29:17.843061,47,24399.8,Bronze,True,2025-08-04 21:29:17.856616,3626.47
CUST-00095,Bob,Brown,user94@example.com,36,M,France,2021-07-10 21:29:17.843065,76,34871.47,Bronze,True,2025-12-24 21:29:17.856620,36650.44
CUST-00096,Frank,Miller,user95@example.com,74,M,Australia,2024-08-12 21:29:17.843069,22,46635.59,Bronze,True,2025-11-19 21:29:17.856624,56417.01
CUST-00097,Diana,Brown,user96@example.com,49,M,Germany,2021-05-28 21:29:17.843073,37,28348.48,Gold,True,2025-11-08 21:29:17.856629,13023.69
CUST-00098,Frank,Jones,user97@example.com,34,M,France,2021-08-30 21:29:17.843077,14,28477.47,Gold,True,2025-10-03 21:29:17.856633,2633.16
CUST-00099,Frank,Johnson,user98@example.com,73,Other,France,2022-12-06 21:29:17.843081,97,12094.5,Platinum,True,2025-09-17 21:29:17.856637,50601.3
CUST-00100,Diana,Brown,user99@example.com,31,F,UK,2024-01-16 21:29:17.843085,21,38073.06,Bronze,True,2025-08-10 21:29:17.856641,778.8
CUST-00101,Frank,Johnson,user100@example.com,73,F,Germany,2025-01-19 21:29:17.843089,47,11897.2,Bronze,True,2025-12-07 21:29:17.856646,13175.6
CUST-00102,Bob,Johnson,user101@example.com,61,F,Australia,2022-05-14 21:29:17.843093,17,26174.39,Silver,True,2025-10-03 21:29:17.856650,78312.85
CUST-00103,Frank,Brown,user102@example.com,55,F,Germany,2021-10-13 21:29:17.843097,8,9987.45,Gold,True,2025-08-11 21:29:17.856654,23690.31
CUST-00104,Frank,Williams,user103@example.com,21,F,Australia,2021-07-22 21:29:17.843101,75,26121.72,Bronze,True,2025-08-20 21:29:17.856659,20119.46
CUST-00105,John,Johnson,user104@example.com,64,M,Australia,2023-07-29 21:29:17.843105,49,31409.07,Silver,True,2025-09-08 21:29:17.856663,57735.44
CUST-00106,John,Williams,user105@example.com,39,Other,Canada,2021-05-23 21:29:17.843109,66,39680.66,Platinum,True,2025-08-03 21:29:17.856667,63698.7
CUST-00107,Bob,Garcia,user106@example.com,66,Other,Canada,2023-01-19 21:29:17.843113,74,39302.78,Gold,True,2025-11-04 21:29:17.856671,45540.36
CUST-00108,Charlie,Johnson,user107@example.com,18,Other,UK,2025-11-14 21:29:17.843118,62,28185.44,Bronze,True,2025-08-31 21:29:17.856676,93170.79
CUST-00109,Jane,Smith,user108@example.com,61,F,Australia,2021-09-09 21:29:17.843122,90,33994.19,Silver,True,2025-08-19 21:29:17.856680,3500.32
CUST-00110,Bob,Jones,user109@example.com,22,M,UK,2022-10-04 21:29:17.843126,35,46947.28,Bronze,True,2025-10-15 21:29:17.856686,94217.11
CUST-00111,Alice,Miller,user110@example.com,22,M,France,2021-08-29 21:29:17.843130,51,33290.66,Gold,True,2025-11-06 21:29:17.856690,14146.11
CUST-00112,Eve,Miller,user111@example.com,64,F,UK,2022-02-11 21:29:17.843134,15,14890.01,Silver,False,2025-12-10 21:29:17.856694,95420.85
CUST-00113,Diana,Williams,user112@example.com,65,Other,Germany,2022-08-26 21:29:17.843138,50,44282.36,Bronze,True,2025-10-20 21:29:17.856699,79782.34
CUST-00114,Jane,Garcia,user113@example.com,68,M,Australia,2023-05-25 21:29:17.843142,11,30285.21,Silver,True,2025-12-01 21:29:17.856703,33547.58
CUST-00115,Eve,Miller,user114@example.com,55,Other,Australia,2023-04-11 21:29:17.843146,37,1677.61,Gold,True,2025-11-09 21:29:17.856707,26067.2
CUST-00116,Charlie,Johnson,user115@example.com,19,F,Germany,2023-03-17 21:29:17.843150,64,49845.85,Bronze,False,2025-10-17 21:29:17.856712,79660.15
CUST-00117,Diana,Jones,user116@example.com,27,M,Germany,2021-08-20 21:29:17.843154,85,9885.42,Gold,True,2025-12-10 21:29:17.856716,38499.87
CUST-00118,Jane,Miller,user117@example.com,71,M,USA,2021-04-24 21:29:17.843158,66,12659.33,Bronze,True,2026-01-02 21:29:17.856720,94145.2
CUST-00119,Diana,Brown,user118@example.com,42,F,USA,2023-10-27 21:29:17.843162,38,39106.98,Gold,False,2025-09-16 21:29:17.856724,80984.62
CUST-00120,Jane,Miller,user119@example.com,62,F,UK,2026-01-04 21:29:17.843166,27,36492.54,Bronze,False,2025-12-11 21:29:17.856729,37753.43
CUST-00121,Diana,Miller,user120@example.com,74,Other,USA,2025-01-17 21:29:17.843170,9,19923.95,Bronze,True,2025-12-06 21:29:17.856733,64124.55
CUST-00122,Frank,Williams,user121@example.com,57,F,USA,2025-03-21 21:29:17.843174,73,35454.19,Silver,True,2025-08-29 21:29:17.856737,42016.49
CUST-00123,Jane,Williams,user122@example.com,51,F,Australia,2022-11-12 21:29:17.843179,46,35306.47,Bronze,False,2025-09-18 21:29:17.856742,25977.26
CUST-00124,Diana,Miller,user123@example.com,48,Other,Germany,2021-08-02 21:29:17.843183,79,44358.82,Silver,True,2025-12-15 21:29:17.856746,72414.91
CUST-00125,Bob,Garcia,user124@example.com,44,Other,USA,2023-05-19 21:29:17.843187,47,48562.16,Bronze,False,2025-12-29 21:29:17.856750,50269.75
CUST-00126,Jane,Jones,user125@example.com,64,Other,Australia,2023-09-11 21:29:17.843191,5,5965.04,Silver,True,2025-08-31 21:29:17.856782,67586.66
CUST-00127,John,Johnson,user126@example.com,51,F,UK,2024-09-21 21:29:17.843195,33,12354.7,Silver,True,2025-12-24 21:29:17.856789,33480.59
CUST-00128,Eve,Smith,user127@example.com,63,Other,USA,2025-10-22 21:29:17.843199,81,11390.76,Silver,True,2026-01-13 21:29:17.856795,2401.57
CUST-00129,Alice,Williams,user128@example.com,21,Other,Australia,2022-11-06 21:29:17.843203,63,40874.98,Bronze,True,2025-11-04 21:29:17.856800,23668.27
CUST-00130,Jane,Brown,user129@example.com,70,Other,Australia,2024-07-25 21:29:17.843207,99,36389.0,Silver,True,2025-09-18 21:29:17.856805,83546.71
CUST-00131,Frank,Garcia,user130@example.com,36,M,Australia,2023-12-16 21:29:17.843211,85,6443.8,Platinum,False,2025-10-28 21:29:17.856809,76243.43
CUST-00132,Diana,Miller,user131@example.com,69,Other,Canada,2025-06-21 21:29:17.843215,41,11694.59,Bronze,False,2026-01-09 21:29:17.856814,84591.36
CUST-00133,Eve,Smith,user132@example.com,58,M,France,2024-01-03 21:29:17.843219,97,26499.84,Bronze,True,2025-10-18 21:29:17.856818,71908.95
CUST-00134,Frank,Smith,user133@example.com,36,F,Australia,2025-08-25 21:29:17.843223,65,24427.5,Silver,True,2025-11-16 21:29:17.856823,46897.98
CUST-00135,Eve,Williams,user134@example.com,33,F,USA,2021-12-01 21:29:17.843227,2,49894.35,Gold,True,2025-09-12 21:29:17.856828,87788.01
CUST-00136,Jane,Smith,user135@example.com,34,Other,Germany,2022-06-16 21:29:17.843231,23,31598.06,Bronze,True,2025-11-30 21:29:17.856832,70682.59
CUST-00137,Bob,Jones,user136@example.com,24,M,Germany,2025-02-11 21:29:17.843235,74,7192.51,Silver,False,2025-07-19 21:29:17.856836,32528.28
CUST-00138,Jane,Johnson,user137@example.com,39,M,UK,2022-10-19 21:29:17.843239,83,43125.0,Gold,True,2026-01-06 21:29:17.856841,8295.42
CUST-00139,Frank,Johnson,user138@example.com,25,Other,USA,2024-09-25 21:29:17.843243,87,8896.63,Platinum,True,2025-09-23 21:29:17.856845,10571.26
CUST-00140,Eve,Smith,user139@example.com,20,F,Canada,2022-03-12 21:29:17.843247,75,16106.77,Gold,True,2026-01-01 21:29:17.856850,40779.47
CUST-00141,John,Miller,user140@example.com,67,Other,France,2022-10-03 21:29:17.843251,26,19973.03,Silver,False,2025-12-21 21:29:17.856854,12076.16
CUST-00142,Alice,Johnson,user141@example.com,68,Other,France,2024-03-17 21:29:17.843255,85,45822.02,Bronze,False,2026-01-11 21:29:17.856858,95891.77
CUST-00143,John,Miller,user142@example.com,50,Other,Australia,2025-03-18 21:29:17.843259,9,3974.92,Bronze,True,2025-12-06 21:29:17.856863,37164.75
CUST-00144,Frank,Williams,user143@example.com,71,Other,Germany,2023-05-25 21:29:17.843263,32,21921.76,Silver,True,2025-12-08 21:29:17.856867,17897.19
CUST-00145,Alice,Miller,user144@example.com,66,F,USA,2025-10-26 21:29:17.843267,61,8999.97,Silver,True,2025-11-12 21:29:17.856872,73225.89
CUST-00146,Eve,Williams,user145@example.com,57,M,UK,2023-06-05 21:29:17.843271,97,34004.43,Bronze,True,2025-12-30 21:29:17.856876,59356.01
CUST-00147,Alice,Garcia,user146@example.com,40,F,Canada,2022-06-24 21:29:17.843275,95,20614.27,Silver,False,2025-07-31 21:29:17.856881,61005.88
CUST-00148,Frank,Williams,user147@example.com,33,Other,USA,2024-07-24 21:29:17.843279,19,7592.32,Silver,False,2025-08-19 21:29:17.856885,42732.07
CUST-00149,Bob,Garcia,user148@example.com,28,Other,Australia,2023-12-28 21:29:17.843283,19,44459.13,Platinum,True,2025-09-27 21:29:17.856889,98794.21
CUST-00150,Jane,Garcia,user149@example.com,43,M,Canada,2024-08-04 21:29:17.843287,33,16617.84,Gold,True,2025-09-08 21:29:17.856895,48689.24
CUST-00151,Bob,Garcia,user150@example.com,51,F,USA,2021-01-29 21:29:17.843292,8,40519.39,Bronze,True,2025-10-31 21:29:17.856899,8060.28
CUST-00152,Frank,Brown,user151@example.com,30,F,Canada,2025-10-27 21:29:17.843296,54,4317.37,Gold,False,2025-08-18 21:29:17.856904,27856.43
CUST-00153,Bob,Brown,user152@example.com,19,F,France,2021-05-04 21:29:17.843300,33,32661.19,Silver,True,2025-07-30 21:29:17.856908,50236.14
CUST-00154,Diana,Smith,user153@example.com,22,F,Canada,2023-09-07 21:29:17.843304,35,14585.58,Bronze,False,2025-11-16 21:29:17.856912,61358.36
CUST-00155,Alice,Williams,user154@example.com,63,F,Germany,2021-04-17 21:29:17.843308,1,35996.4,Bronze,True,2025-10-29 21:29:17.856917,54430.41
CUST-00156,Eve,Williams,user155@example.com,46,M,Germany,2021-05-22 21:29:17.843312,19,34506.89,Bronze,True,2025-12-05 21:29:17.856921,52070.85
CUST-00157,John,Jones,user156@example.com,21,M,UK,2022-06-23 21:29:17.843316,68,48469.03,Silver,True,2025-09-27 21:29:17.856926,2883.5
CUST-00158,Frank,Williams,user157@example.com,32,F,Canada,2021-02-20 21:29:17.843320,33,12896.06,Silver,True,2025-11-24 21:29:17.856930,32693.01
CUST-00159,John,Smith,user158@example.com,51,M,UK,2022-03-22 21:29:17.843324,37,15635.57,Platinum,True,2025-11-23 21:29:17.856935,72131.98
CUST-00160,Eve,Smith,user159@example.com,30,Other,Canada,2025-10-28 21:29:17.843328,51,13855.31,Bronze,True,2025-10-19 21:29:17.856939,49173.09
CUST-00161,Charlie,Jones,user160@example.com,33,M,Canada,2023-01-12 21:29:17.843332,48,6779.28,Gold,False,2025-09-17 21:29:17.856943,31234.69
CUST-00162,Eve,Williams,user161@example.com,29,M,Australia,2023-12-02 21:29:17.843336,24,45387.9,Bronze,False,2025-08-12 21:29:17.856948,29061.15
CUST-00163,Frank,Johnson,user162@example.com,51,M,France,2022-05-22 21:29:17.843340,2,30750.12,Silver,True,2025-11-11 21:29:17.856952,79922.56
CUST-00164,Bob,Jones,user163@example.com,66,Other,France,2024-02-08 21:29:17.843344,75,26564.81,Platinum,True,2025-08-15 21:29:17.856957,22553.26
CUST-00165,John,Garcia,user164@example.com,21,Other,Germany,2021-10-06 21:29:17.843348,73,48549.48,Silver,True,2025-12-22 21:29:17.856961,38704.19
CUST-00166,John,Johnson,user165@example.com,26,Other,USA,2025-11-11 21:29:17.843352,66,27235.11,Platinum,False,2025-08-15 21:29:17.856965,34298.46
CUST-00167,Jane,Brown,user166@example.com,47,M,USA,2025-01-25 21:29:17.843356,74,37428.16,Bronze,True,2025-12-14 21:29:17.856970,1067.29
CUST-00168,Charlie,Johnson,user167@example.com,67,F,France,2022-06-13 21:29:17.843360,78,47415.1,Bronze,True,2025-09-30 21:29:17.856975,56703.2
CUST-00169,John,Williams,user168@example.com,64,F,USA,2023-05-16 21:29:17.843364,12,29580.87,Bronze,False,2025-08-31 21:29:17.856979,35806.28
CUST-00170,Frank,Smith,user169@example.com,65,Other,Germany,2021-10-28 21:29:17.843368,73,6232.84,Platinum,True,2025-08-09 21:29:17.856983,55086.35
CUST-00171,Bob,Johnson,user170@example.com,33,F,Germany,2022-11-27 21:29:17.843372,52,42242.45,Silver,False,2025-11-22 21:29:17.856988,58339.16
CUST-00172,John,Williams,user171@example.com,53,M,France,2021-03-20 21:29:17.843376,17,5170.97,Bronze,True,2025-09-28 21:29:17.856992,13705.14
